code,title,prereq,antireq,term,ID,description
SYDE584,Physiological Systems and Biomedical Design,(Level at least 3B Engineering) or (Level at least 3B Honours Life Physics (Biophysics specialization)).,"BIOL 273, BME 284",W,013384,"In this course, students will become familiar with the physiology and anatomical structures of the human body. The structure, functions, and properties of major physiological systems (e.g., musculoskeletal, nervous, cardiovascular, and respiratory) will be presented in relation to modelling physiological systems and the design of biomedical devices (imaging, assistive, and diagnostic). Various aspects of pathology and how they influence measurements will also be introduced."
SYDE599,Special Topics in Systems Design Engineering,Level at least 3A Engineering students,,,016273,"This course deals with selected topics at the undergraduate level in environmental and societal systems, mechatronics and physical systems, or human factors and ergonomics. "
CHE100,Chemical Engineering Concepts 1,1A Chemical Engineering,,F,003971,"Introduction to basic methods and principles in chemical engineering. The fundamentals of engineering calculations (units and dimensions), behaviour of fluids, mass balances, processes, and process variables."
CHE101,Chemical Engineering Concepts 2,Level at least 1B Chemical Engineering,,"W, S",003972,Development of chemical process analysis skills. Introduction to single- and multi-phase physical equilibria. Material and energy balances in reactive and non-reactive systems. Introduction to investigation and technical communication through laboratory experiments illustrating the physical principles discussed. (In the Winter term only: brief review of co-op fundamentals.)
CHE102,Chemistry for Engineers,,,"F,W,S",003973,"Chemical principles with applications in engineering. Stoichiometric calculations, properties of gases, properties of liquids and solutions, gas phase chemical equilibrium, ionic equilibrium in aqueous solution, oxidation-reduction reactions, chemical kinetics."
CHE120,Computer Literacy and Programming for Chemical Engineers,1A Chemical Engineering,,F,015796,"Using computers as problem-solving tools. Introduction to computer architecture and networking. Effective use of command line interfaces and graphical user interfaces. Word processing, spreadsheet, and presentation software. Introduction to programming and numerical computing using a high-level interpreted programming language. Programming fundamentals including flow charts, variables, design and use of functions, strings and text input/output, relational operators, conditionals, collections, loops. Numerical computing, plotting and file input/output."
CHE161,Engineering Biology,Level at least 1B Engineering or Software Engineering,,"W, S",011991,"Introduction to basic concepts of biochemistry and cell biology.  Overview of the chemistry of amino acids, carbohydrates, lipids and nucleic acids.  Properties and functions of biopolymers.  Elements of cell structure and diversity, and relationship of biochemistry with cell metabolism. A focus on biotechnologically relevant examples such as biomimetic engineering design, proteomics, system biology and high throughput biology."
CHE180,Chemical Engineering Design Studio 1,1A Chemical Engineering,,F,015797,"Engineering as a profession. An introduction to the fundamentals of data analysis, investigation, design, and communication in chemical engineering. Introduction to chemical product and process design. Needs analysis and problem identification. Literature search and brainstorming. Design requirements, constraints, and criteria. Development and preliminary evaluation of alternative solutions using software tools. Process synthesis, block diagrams, process flow diagrams (PFD), and piping and instrumentation diagrams (P&ID). Introduction to computer-aided design (CAD). Safety and sustainability in design. Principles of green engineering. Occupational health and safety. Introduction to process safety and process hazard identification. Communication of technical information, written reports, and oral presentations. Teamwork. Professional development, résumé and interview skills, and e-portfolios. Students undertake a term-long design project under the supervision of the instructor."
CHE181,Chemical Engineering Design Studio 2,Level at least 1B Chemical Engineering,,"W,S",015798,"Development of chemical engineering analysis, investigation, design, and communication skills. Introduction to engineering measurement. Instrument performance characteristics. Electric circuits, current, voltage and resistance, measurements, and signal transmission. Electrical safety. Measurement uncertainty, types of errors, calibration, instrument uncertainty analysis, and error propagation. Measurement of force and load, chemical composition, temperature, pressure and flow. Sensor interfacing and data acquisition using software. Process safety management and inherently safer design. Prototyping, testing, and verification. Communication of technical information, written reports, and oral presentations. Teamwork. Students undertake a term-long design project under the supervision of the instructor."
CHE200,Equilibrium Stage Operations,2A Chemical Engineering,,"F, W",003949,"Equilibrium between phases; the equilibrium stage concept. Cascades of stages with and without reflux; group methods and stage-by-stage approaches; graphical solutions. Applications in the separation of components by distillation, absorption, stripping, extraction and leaching."
